"","year","country","c_name","sex","income"
"362",2014,"DOM","Dominican Republic","Hombre",13993.6531129402
"363",2014,"ECU","Ecuador","Hombre",482.02142455746
"364",2014,"GTM","Guatemala","Hombre",2656.28032511208
"365",2014,"MEX","Mexico","Hombre",4566.18994772659
"366",2014,"PER","Peru","Hombre",582.178572102388
"367",2014,"PRY","Paraguay","Hombre",2462745.38192935
"368",2014,"SLV","El Salvador","Hombre",301.627135360088
"369",2014,"URY","Uruguay","Hombre",13262.3437836514
"370",2014,"ARG","Argentina","Mujer",1771.22073353761
"371",2014,"BOL","Bolivia","Mujer",1837.94672930531
"372",2014,"BRA","Brazil","Mujer",1481.07578020009
"373",2014,"COL","Colombia","Mujer",740452.586182641
"374",2014,"CRI","Costa Rica","Mujer",329614.72697846
"375",2014,"DOM","Dominican Republic","Mujer",11668.5035069106
"376",2014,"ECU","Ecuador","Mujer",380.096439169139
"377",2014,"GTM","Guatemala","Mujer",2270.11355375825
"378",2014,"MEX","Mexico","Mujer",2380.40152797681
"379",2014,"PER","Peru","Mujer",252.172727776229
"380",2014,"PRY","Paraguay","Mujer",1595455.29115061
"381",2014,"SLV","El Salvador","Mujer",249.964568069588
"382",2014,"URY","Uruguay","Mujer",7151.30654662267
"383",2016,"ARG","Argentina","Hombre",4677.3033693851
"384",2016,"BOL","Bolivia","Hombre",2847.15584234101
"385",2016,"BRA","Brazil","Hombre",1920.72223218288
"386",2016,"COL","Colombia","Hombre",1068434.25263508
"387",2016,"CRI","Costa Rica","Hombre",442964.531039141
"388",2016,"DOM","Dominican Republic","Hombre",16682.8758934957
"389",2016,"ECU","Ecuador","Hombre",484.959961192582
"390",2016,"GTM","Guatemala","Hombre",2778.28002620173
"391",2016,"MEX","Mexico","Hombre",5291.23504164468
"392",2016,"PER","Peru","Hombre",642.215300280857
"393",2016,"PRY","Paraguay","Hombre",2109829.50486345
"394",2016,"SLV","El Salvador","Hombre",305.981504352809
"395",2016,"URY","Uruguay","Hombre",15507.1429890821
"396",2016,"ARG","Argentina","Mujer",2579.88291642746
"397",2016,"BOL","Bolivia","Mujer",1758.28319381973
"398",2016,"BRA","Brazil","Mujer",1571.85669591149
"399",2016,"COL","Colombia","Mujer",835092.481770466
"400",2016,"CRI","Costa Rica","Mujer",363165.516438571
"401",2016,"DOM","Dominican Republic","Mujer",13966.2530837393
"402",2016,"ECU","Ecuador","Mujer",394.49006383235
"403",2016,"GTM","Guatemala","Mujer",2246.76822896931
"404",2016,"MEX","Mexico","Mujer",2539.71147384099
"405",2016,"PER","Peru","Mujer",285.930978970597
"406",2016,"PRY","Paraguay","Mujer",1437612.13102268
"407",2016,"SLV","El Salvador","Mujer",246.123611612485
"408",2016,"URY","Uruguay","Mujer",8918.57512431835
"409",2017,"ARG","Argentina","Hombre",6420.97028727084
"410",2017,"BOL","Bolivia","Hombre",3043.41258128108
"411",2017,"BRA","Brazil","Hombre",2027.42179752255
"412",2017,"CHL","Chile","Hombre",604503.541530075
"413",2017,"COL","Colombia","Hombre",1115036.50934431
"414",2017,"CRI","Costa Rica","Hombre",449688.504247801
"415",2017,"DOM","Dominican Republic","Hombre",18761.265254994
"416",2017,"ECU","Ecuador","Hombre",508.609948632724
"417",2017,"GTM","Guatemala","Hombre",2885.55604289807
"418",2017,"PER","Peru","Hombre",640.421981323647
"419",2017,"PRY","Paraguay","Hombre",2326535.23009571
"420",2017,"SLV","El Salvador","Hombre",321.354084759929
"421",2017,"URY","Uruguay","Hombre",17072.5433902106
"422",2017,"ARG","Argentina","Mujer",3586.91692536328
"423",2017,"BOL","Bolivia","Mujer",2037.50229521586
"424",2017,"BRA","Brazil","Mujer",1648.43927391425
"425",2017,"CHL","Chile","Mujer",461164.176929749
"426",2017,"COL","Colombia","Mujer",885655.733420565
"427",2017,"CRI","Costa Rica","Mujer",389523.905228217
"428",2017,"DOM","Dominican Republic","Mujer",14039.2267976748
"429",2017,"ECU","Ecuador","Mujer",410.143972092473
"430",2017,"GTM","Guatemala","Mujer",2330.14048629307
"431",2017,"PER","Peru","Mujer",294.864609355926
"432",2017,"PRY","Paraguay","Mujer",1499639.10032111
"433",2017,"SLV","El Salvador","Mujer",262.912173317876
"434",2017,"URY","Uruguay","Mujer",9927.38243406777
"435",2018,"ARG","Argentina","Hombre",8112.04892123351
"436",2018,"BOL","Bolivia","Hombre",3032.28781679756
"437",2018,"BRA","Brazil","Hombre",2162.72213717795
"438",2018,"COL","Colombia","Hombre",1155738.6440454
"439",2018,"CRI","Costa Rica","Hombre",446966.466006037
"440",2018,"DOM","Dominican Republic","Hombre",20015.0770773218
"441",2018,"ECU","Ecuador","Hombre",497.302019256486
"442",2018,"GTM","Guatemala","Hombre",2950.39735182102
"443",2018,"MEX","Mexico","Hombre",5701.13237445289
"444",2018,"PER","Peru","Hombre",661.624219723954
"445",2018,"PRY","Paraguay","Hombre",2363834.91568456
"446",2018,"SLV","El Salvador","Hombre",334.848412992722
"447",2018,"URY","Uruguay","Hombre",17669.2715836505
"448",2018,"ARG","Argentina","Mujer",4558.8812326345
"449",2018,"BOL","Bolivia","Mujer",2046.76003233507
"450",2018,"BRA","Brazil","Mujer",1755.13858760508
"451",2018,"COL","Colombia","Mujer",938372.907326766
"452",2018,"CRI","Costa Rica","Mujer",394806.014241294
"453",2018,"DOM","Dominican Republic","Mujer",15194.4867544549
"454",2018,"ECU","Ecuador","Mujer",414.513155057149
"455",2018,"GTM","Guatemala","Mujer",2384.28309048039
"456",2018,"MEX","Mexico","Mujer",2871.89834230573
"457",2018,"PER","Peru","Mujer",309.684195028618
"458",2018,"PRY","Paraguay","Mujer",1676975.82121169
"459",2018,"SLV","El Salvador","Mujer",271.526622478875
"460",2018,"URY","Uruguay","Mujer",10480.0918659275
